,,,,,,,,,
#,Category,Capability, User Story,Required?,Priority,Status,Frontend,Backend,Client comments
,Invoices,apply payments,"As a provider, I should be able to apply payments.",Yes,Must have,Phase 2,2,2,
,Private Pay,,,,,,,,
,Recurring Billing,Automated Monthly Charges,"As a billing coordinator, I should be able to set up recurring monthly charges for room & board, care packages, and ongoing services that automatically generate on specified dates",Yes,Must have,Phase 2,4,4,
,Invoice Distribution,Automated Invoice Creation & Delivery,"As a billing coordinator, I should be able to generate professional invoices showing recurring charges, ad hoc items, previous balance, payments received, and amount due, with customizable templates and facility branding",Yes,Must have,Phase 2,4,4,
,Financial Documentation,Account Statements & Payment Receipts,"As a billing coordinator, I should be able to generate detailed account statements showing transaction history (charges, payments, adjustments, balances) for any date range, and automatically issue payment receipts immediately after payment processing",Yes,Must have,Phase 2,4,4,
,Claims Management,,,,,,,,
,Claim,Batch claim submission,"As a provider, I should be able to submit multiple claims by batch claim submission.",Yes,Must have,Phase 2,8,8,
,Claim,Claims,"As a provider, I should be able to view transaction status of bill",Yes,Must have,Phase 2,8,8,
,Claim,Watchlist,"As a provider, I should be able to view a watch list for claim statuses.",Yes,Must have,Phase 2,4,4,
,Claim,Change claim status,"As a provider, I should be able to change claim status.",Yes,Must have,Phase 2,8,8,
,Claim,Filter claim,"As a provider, I should be able to filter claim.",Yes,Must have,Phase 2,4,4,
,Claim,Submit electronic claim,"As a Biller,I should be able to submit electronic claim",Yes,Must have,Phase 2,8,8,
,Claim,Claim status request responce,"As a system, I should be able to get claim status responce in system through EDI file 277 to update claim status",Yes,Must have,Phase 2,4,4,
,Claim,Claims eligible for secondary claim,"As a Biller,I should be able to view list of claims which are eligible for secondary claim",Yes,Must have,Phase 2,4,4,
,Claim,Check Eligibility,"As a Biller,I should be able to check eligibility for secondary claim",Yes,Must have,Phase 2,4,4,
,Batch Claim Creation,Create claims in batches,"As a provider, I should be able to create claims in batches filtered by payer, date range, and service type for efficient claim submission.",Yes,Must have,Phase 2,8,8,
,Claim Editing with Validation,Edit with real-time warnings,"As a provider, I should be able to edit claim details before submission with real-time validation warnings for missing or invalid data.",Yes,Must have,Phase 2,8,8,
,Patient Responsibility,Track copays/deductibles,"As a provider, I should be able to track patient responsibility amounts including copays and deductibles that transfer to patient accounts for collection.",Yes,Must have,Phase 2,8,8,
,Remittance & Write-Off Rules,Configure adjustment rules,"As a provider, I should be able to configure automatic write-off rules for contractual adjustments and small balance amounts based on payer contracts.",Yes,Must have,Phase 2,8,8,
,Batch Reconciliation,Reconcile by batch/deposit,"As a provider, I should be able to reconcile payment batches by payer and bank deposit to ensure all payments are properly posted.",Yes,Must have,Phase 2,8,8,
,Denial Management,,,,,Phase 2,,,
,Denial Capture,Capture with reason codes,"As a provider, I should be able to capture denial information with standardized reason codes for analysis and corrective action.",Yes,Must have,Phase 2,8,8,
,Denial Worklists,Manage by action type,"As a provider, I should be able to manage denial worklists categorized by action needed (re-bill, appeal, write-off) with assignment to billing staff.",Yes,Must have,Phase 2,8,8,
,Denial Prediction,Identify likely denials,"As a provider, I should be able to identify claims with high likelihood of denial before submission so I can correct issues proactively.",Yes,Must have,Phase 2,8,8,
,Reciepts,,,,,Phase 2,,,
,Reciepts,Add payments,"As a provider , I should be able to initiate payment respect to patients",Yes,Must have,Phase 2,4,4,
,Reciepts,Send receipts ,"As a provider, I should be able to send a receipt to the patient.",Yes,Must have,Phase 2,8,8,
,Reciepts,Print or download receipts,"As a provider, I should be able to Print or download receipts.",Yes,Must have,Phase 2,2,2,
,Account receivables ,,,,,Phase 2,,,
,Account receivables ,Due payment summary,"As a provider, I should be able to view due payments from patients and insurance in graph view.",Yes,Must have,Phase 2,4,4,
,Account receivables ,Pending Patient Payments,"As a provider, I should be able to view pending patient payment details with aging ",Yes,Must have,Phase 2,4,4,
,Account receivables ,Manage Patient payment ,"As a Provider ,  I should be able to add or apply patient payments ",Yes,Must have,Phase 2,4,4,
,Account receivables ,Specific Patient due Payments details,"As a provider, I should be able to view specific patient-due payment details for each bill or cliam",Yes,Must have,Phase 2,4,4,
,Account receivables ,Pending Insurance Payment,"As a provider, I should be able to view pending insurance payment details ",Yes,Must have,Phase 2,4,4,
,Account receivables ,Manage Insurance payment ,"As a Provider, I should be able to add and apply payment recieved from insurance ",Yes,Must have,Phase 2,4,4,
,Account receivables ,Specific insurance due Payments details,"As a provider, I should be able to view specific insurance-due payment details claimwise.",Yes,Must have,Phase 2,4,4,
,Account receivables ,Filter payment,"As a provider, I should be able to filter account receivable by date.",Yes,Must have,Phase 2,4,4,
,Patient payment,,,,,,,,
,Patient payment,View list of patient payment,"As a provider, I should be able to view list of patient payment.",Yes,Must have,Phase 2,2,2,
,Patient payment,Add payment,"As a provider, I should be able to add payment manually.",Yes,Must have,Phase 2,2,2,
,Patient payment,Apply payment,"As a provider, I should be able to apply for payment for superbill.",Yes,Must have,Phase 2,2,2,
,Charge Capture,,,,,,,,
,Automated Charges,Multi-Source Charge Creation,"As a billing coordinator, the system should automatically generate charges from ADHS attendance, Home Care EVV visits, ALF room & board/services, NEMT trips, and Behavioral Health encounters, applying correct CPT codes, rates, and unit calculations based on service type. All charges should link to valid authorizations and prevent billing beyond authorized limits or outside date ranges.",Yes,Must have,Phase 2,4,4,
,Manual Charges,Special Service Charge Entry,"As a billing coordinator, I should be able to manually enter charges for special services, supplies, assessments, or adjustments by selecting patient, service date, charge code, units, and rate. The system should validate against active authorizations, prevent duplicates, and require supporting documentation for audit purposes.",Yes,Must have,Phase 2,4,4,
,Charge Review,Pre-Billing Review Workflow,"As a billing supervisor, I should be able to review pending charges in a work queue organized by status (ready, missing auth, rate issues, duplicates, holds), filter by payer/date/type, and view source documentation. I should be able to approve, reject with comments, or hold charges, and batch-process approved charges for claims generation",Yes,Must have,Phase 2,4,4,
,ERA & Payment Posting,,,,,Phase 2,,,
,ERA Import & Auto-Posting,Automatic payment posting,"As a provider, I should be able to import ERA files and automatically post payments to corresponding claims and service lines without manual entry.",Yes,Must have,Phase 2,8,12,
,Patient Responsibility,Track copays/deductibles,"As a provider, I should be able to track patient responsibility amounts including copays and deductibles that transfer to patient accounts for collection.",Yes,Must have,Phase 2,8,12,
,Remittance & Write-Off Rules,Configure adjustment rules,"As a provider, I should be able to configure automatic write-off rules for contractual adjustments and small balance amounts based on payer contracts.",Yes,Must have,Phase 2,8,12,
,Batch Reconciliation,Reconcile by batch/deposit,"As a provider, I should be able to reconcile payment batches by payer and bank deposit to ensure all payments are properly posted.",Yes,Must have,Phase 2,8,12,
Encounter,,,,,,,,,
,Encounter,start encounter,As a provider I should be able to start encounter and enter progress note,Yes,Must have,Removed,4,4,
,Progress Notes,Structured notes by encounter type,"As a user, I should be able to select an encounter type (ADHS daily, ALF shift, BH session, care coordination) so the note follows the correct structured format.",Yes,Must have,Removed,4,4,
,Progress Notes,Standardized fields per encounter type,"As a user, I should be able to complete predefined fields for each encounter type so documentation remains consistent and compliant.",Yes,Must have,Removed,4,4,
,Encounter,Problem-oriented charting (SOAP),"As a user, I should be able to document notes in SOAP format so I can follow a clinical standard for problem-focused charting.",Yes,Must have,Removed,4,4,
,Encounter,Narrative charting,"As a user, I should be able to document notes in a narrative format so I can capture unstructured or descriptive information when needed.",Yes,Must have,Removed,4,4,
,Note ,Auto-populated encounter context,"As a user, I should see program, staff, location, and last vitals automatically filled into the note so I don’t have to re-enter repeated information.",Yes,Must have,Removed,4,4,
,Note ,Editable auto-filled fields,"As a user, I should be able to edit auto-populated context fields so that any incorrect information can be corrected before saving the note.",Yes,Must have,Removed,4,4,
,Attachments,Attach files/photos to encounters,"As a user, I should be able to attach files, photos, or wound images to an encounter so supporting information is stored with the clinical note.",Yes,Must have,Removed,4,4,
,Attachments,Preview/download attachments,"As a user, I should be able to preview or download attached files so I can review documentation anytime from the patient chart.",Yes,Must have,Removed,4,4,
,Encounter,Change note type,"As a Provider, I should be able to change the encounter note format by selecting a note template from a dropdown menu, so that I can easily adapt my documentation to different clinical scenarios and maintain consistency in my notes. ",Yes,Must have,Removed,4,4,
,Encounter,View & Import Previous Encounter notes,"As a Provider, I should be able to view &  import previous encounter notes into current encounter.",Yes,Must have,Removed,4,4,
,Encounter,Templates,"As a Provider, I should be able to quickly access a library of customizable templates within my note-writing interface and seamlessly import relevant template data into my current note so I can save time on documentation, maintain consistency, and ensure accuracy in my patient records.",Yes,Must have,Removed,4,4,
,Encounter summary,View encounter summary,"As a Provider, I should be able to view or edit encounter summary.",Yes,Must have,Removed,4,4,
,Encounter summary,Print encounter summary,"As a Provider, I should be able to Print encounter summary.",Yes,Must have,Removed,4,4,
,Encounter summary,Sign and lock encounter,"As a Provider, I should be able to sign and lock encounter.",Yes,Must have,Removed,4,4,
Unsigned Encounter,,,,,,,,,
,Unsigned Encounter,List of Unsigned Encounter,"As a provider, I should be able to view a list of Unsigned Encounters and able to sign encounters.",Yes,Must have,Removed,4,4,
,Unsigned Encounter,Edit and sign off Unsigned Encounter,"As a provider, I should be able to view and edit and sign off Unsigned Encounter.",Yes,Must have,Removed,4,4,
,Unsigned Encounter,Filter Unsigned Encounter,"As a provider, I should be able to filter Unsigned Encounter by status or name.",Yes,Must have,Removed,4,4,
ADLs & Care Tasks ,,,,,,,,,
,Charting,ADL Documentation,"As a Caregiver, I want to be able to quickly document the completion and specifics of core ADLs (e.g., bathing, dressing, toileting) immediately after performing them, so that the resident's care record is current and accurate.",Yes,Must have,Removed,4,4,
,Charting,Assistance Level Tracking,"As a Caregiver, I want to be able to select the exact level of assistance provided for each ADL (e.g., Independent, Minimal Assist, Total Assist), so that the resident's needs are accurately reflected and future staffing is planned correctly.",Yes,Must have,Removed,4,4,
,Planning,Configurable Task Templates,"As a Nurse/Manager, I want to be able to configure standard daily and weekly task templates based on the resident's specific program or care level (e.g., Memory Care vs. Assisted Living), so that care plans can be deployed quickly and consistently across similar residents.",Yes,Must have,Removed,4,4,
,Planning,Patient-Specific Customization,"As a Nurse, I want to be able to customize the generated daily tasks for an individual resident based on their unique needs and physician orders, so that the care plan is truly person-centered.",Yes,Must have,Removed,4,4,
,Workflow,Daily / Shift Checklist View,"As a Caregiver, I want to view a clear, prioritized checklist of all assigned care tasks (ADLs and other duties) for my current shift/time block, so that I can efficiently execute my rounds and ensure nothing is missed.",Yes,Must have,Removed,4,4,
,Oversight,Task Completion Monitoring,"As a Nurse Manager, I want to be able to view the real-time status of task completion for all caregivers on the floor, so that I can intervene promptly if tasks are falling behind schedule.",Yes,Must have,Removed,4,4,
,Review,Summary of Care Report,"As a Family Member, I want to be able to view a printable, easy-to-read summary of the ADLs and care tasks completed for my loved one over the past day or week, so that I can stay informed about their daily care.",Yes,Must have,Removed,4,4,
Communication ,,,,,,,,,
,Tasks,View Tasks,"As a user, I should be able to view the list of tasks and their details according to the resident’s admission details",Yes,Must have,Removed,6,6,
,Tasks,Percentage & count of completion documents,"As a user, I should be able to view the residents’ completion percentage & count of completed documents",Yes,Must have,Removed,2,2,
,Tasks,See Task Status,"As a user, I should be able to see the status of a task (Get started, Upload, Shared, Waiting for other signature)",Yes,Must have,Removed,1,1,
,Tasks,Remove Obsolete/Duplicate Tasks,"As a user, I should be able to remove a task if it is obsolete or duplicated so that the task list is accurate",Yes,Must have,Removed,1,1,
,Tasks,Email Reminders,"As a user, I should be able to send & receive email reminders for pending tasks so that deadlines are not missed",Yes,Must have,Removed,4,4,
,Tasks,Share Tasks,"As a user, I should be able to share tasks with the responsible person for signature or verification",Yes,Must have,Removed,2,2,
,Tasks,Download document,"As a User, I should be able to download document",Yes,Must have,Removed,2,2,
,Tasks,sign document,"As a User, I should be able to fill & sign document",Yes,Must have,Removed,2,2,
,Tasks,Upload Supporting Files to fill assessment,"As a user, I should be able to upload supporting files to fill assesment for a task so that all relevant documents are attached",Yes,Must have,Removed,2,2,
,Tasks,View Completed resident Documents,"As a user, I should be able to view completed task documents under the Documents module for reference",Yes,Must have,Removed,4,4,
,Tasks,Complete Assessment & Auto-Generate Care Plan,"As an authorized user (Executive Director, RCC, or Nurse), I should be able to complete a comprehensive resident assessment, with system automatically transferring data to create care plan template, pre-populating sections where resident needs assistance (minimal/moderate/maximum) and excluding items where resident is independent, showing which items were auto-populated vs manually added",Yes,Must have,Removed,6,6,
,Tasks,Update Assessment & Reflect Changes,"As an authorized user, when I update a resident's assessment (e.g., assistance level changes), the system should prompt me to update care plan and automatically update future daily checklists while preserving historical records, with family notification for significant changes",Yes,Must have,Removed,6,6,
,,,,,,,,,
,Messages,List of messages,"As a provider, I should be able to view a list of messages by
 - Inbox
 - Sent
 - Archive",Yes,Must have,Retained,8,8,
,Messages,compose message,"As a provider, I should be able to create new messages to all practice member by adding subject and body content.",Yes,Must have,Retained,8,8,
,Messages,Associated patient,"As a provider, I should be able to send message to other provider and able to adding associated patients.",Yes,Must have,Retained,8,8,
,Messages,View messages,"As a provider, I should be able to view message details.",Yes,Must have,Retained,8,8,
,Messages,Delete messages,"As a provider, I should be able to delete messages and able to archive that messages.",Yes,Must have,Retained,8,8,
Service Plan,,,,,,,,,
,Service Plan,Service Plan Templates,"As a Clinician or Admin, I need to select a pre-defined Service Plan Template based on the patient's enrolled Program (e.g., Home Care Template) when creating a new care plan, so that I have a standardized starting point containing common ADLs, goals, and interventions for that service type.",Yes,Must have,Removed,12,12,
,Service Plan,Goal & Intervention Entry,"As a Clinician, I need to add, modify, and delete specific patient Goals (e.g., ""Improve mobility""), Interventions (e.g., ""Assist with ambulation 3x daily""), and Activities of Daily Living (ADLs) to customize the service plan, so that it accurately reflects the patient's individual needs.",Yes,Must have,Removed,12,12,
,Service Plan,Tracking & Review Dates,"As a Clinician, I need to assign a Review Date to each Goal and Intervention, and have a tracking mechanism (e.g., status updates) for the completion/progress of interventions, so that I can monitor effectiveness and schedule necessary re-assessments.",Yes,Must have,Removed,12,12,
,Service Plan,Define Areas of Need,"As a user, I should be able to select areas of need for a resident and set objectives, frequency, responsible person, plan, and evaluation method.",Yes,Must have,Removed,12,12,
,Service Plan,Generate Service Plan,"As a system, it should be able to generate a structured service plan based on the user’s input.",Yes,Must have,Removed,8,8,
,Service Plan,Assign Points to Categories,"As a system, it should be able to display assigned points for each category to show overall care requirements.",Yes,Must have,Removed,4,4,
,Service Plan,Capture Signatures,"As a user, I should be able to collect signatures from responsible members to confirm agreement with the plan.",Yes,Must have,Removed,2,2,
Inventory & Supplies,,,,,,,,,
,Item Catalog Management,Maintain inventory catalog,"As a provider, I should be able to maintain an inventory catalog for PPE, food, medical supplies, and equipment used across the facility.",No,,Removed,8,8,
,Location-Based Stock,Track by location,"As a provider, I should be able to track inventory levels by storage location within the facility to manage stock efficiently.",No,,Removed,8,8,
,Receive/Use/Adjust Transactions,Record inventory transactions,"As a provider, I should be able to record inventory transactions for receiving shipments, using supplies, and making adjustments to maintain accurate stock counts.",No,,Removed,8,8,
,Low-Stock Alerts,Automatic reorder alerts,"As a provider, I should be able to receive automatic alerts when inventory falls below minimum levels with suggestions for reorder quantities.",No,,Removed,8,8,
